PM 2.5,PM 10,CO,CO2
82.4,122.0,0.47673,403.77243
81.4,121.6,0.50062,403.72668
81.6,117.7,0.45655,403.74188
81.0,119.7,0.46944,403.72668
81.6,119.7,0.45655,403.74188
77.4,114.3,0.46512,403.74188
82.6,122.8,0.4782,403.75714
78.6,117.8,0.45091,403.69644
83.2,125.3,0.47527,403.71912
80.1,116.9,0.43841,403.75714
78.4,114.7,0.45655,403.87308
81.1,119.4,0.46368,403.73428
82.0,128.5,0.46512,403.82635
82.0,119.6,0.46512,403.73428
84.0,129.5,0.47235,403.81088
82.4,121.9,0.47673,403.45438
81.1,121.3,0.46944,403.67389
80.4,117.0,0.46368,403.67389
77.1,112.5,0.45939,403.83411
82.4,121.8,0.46225,403.62912
72.6,105.7,0.44671,403.65894
77.8,114.2,0.47089,403.58478
82.8,123.0,0.47527,403.79547
82.7,123.6,0.46225,403.87308
83.7,125.2,0.45655,403.77243
81.1,118.8,0.45797,403.73428
88.6,132.2,0.47235,403.70398
83.6,126.2,0.47235,403.6889
85.1,124.0,0.46944,403.70398
86.1,131.5,0.47527,403.6814
87.5,132.8,0.47089,403.63657
88.0,133.2,0.43841,403.57745
88.6,129.10001,0.45797,403.49744
90.5,137.8,0.45939,403.5701
90.1,134.0,0.42483,403.65146
92.1,136.2,0.47235,403.71155
88.1,131.60001,0.45091,403.65894
85.0,124.8,0.44951,403.66641
90.1,137.3,0.46512,403.71912
93.1,138.7,0.48114,403.78009
88.6,127.8,0.45797,403.69644
89.9,132.39999,0.45655,403.78778
90.7,133.60001,0.47967,403.64401
80.7,116.8,0.45939,403.69644
73.5,104.7,0.4782,403.64401
82.3,122.3,0.45939,403.64401
80.1,117.5,0.45372,403.53363
83.0,114.7,0.45939,403.67389
81.3,115.2,0.44116,403.61429
83.2,122.1,0.50062,403.53363
81.4,116.4,0.46656,403.49744
79.4,116.1,0.45939,403.69644
75.0,106.6,0.44671,403.45438
76.7,108.9,0.46944,403.49744
77.7,114.1,0.44393,403.52637
71.9,102.8,0.45655,403.57745
75.8,109.8,0.43022,403.65146
79.7,114.9,0.45939,403.57745
83.8,117.6,0.44393,403.61429
78.5,116.9,0.468,403.67389
77.2,111.6,0.47381,403.53363
80.6,112.3,0.47381,403.58478
79.7,117.4,0.44532,403.48303
73.5,106.3,0.44951,403.61429
73.5,105.9,0.41028,403.59952
71.1,99.0,0.44671,403.50464
68.5,98.8,0.45513,403.27277
67.8,96.5,0.43567,403.41885
68.3,98.5,0.48558,403.53363
69.8,97.3,0.44254,403.66641
69.2,98.5,0.44532,403.57745
71.5,101.5,0.46656,403.71155
74.4,105.1,0.42887,403.56277
78.1,111.0,0.42618,403.79547
85.1,124.9,0.43567,403.59952
86.7,122.2,0.43704,403.77243
88.5,128.5,0.44671,403.73428
93.5,136.39999,0.43841,403.65894
93.4,138.7,0.43841,403.59952
85.7,127.6,0.44116,403.6217
91.6,132.5,0.43978,403.70398
79.9,113.1,0.44116,403.57745
84.8,122.3,0.468,404.10541
80.9,120.7,0.45231,403.76477
86.9,127.6,0.47235,403.78778
87.6,130.2,0.468,403.72668
86.0,127.5,0.47089,403.63657
84.8,127.8,0.4343,403.6814
87.2,124.8,0.47967,403.65146
84.0,123.6,0.46225,403.74951
84.3,126.4,0.468,403.64401
84.3,125.6,0.46082,403.61429
82.7,124.0,0.46082,403.69644
81.7,121.6,0.46944,403.58478
82.3,124.5,0.46082,403.65146
81.6,123.5,0.45797,403.5701
77.6,114.4,0.45797,403.84189
78.1,117.7,0.45513,403.63657
73.9,107.5,0.44671,403.59213
77.9,109.9,0.46512,403.5701
76.2,111.1,0.468,403.6889
77.6,111.3,0.4782,403.66641
80.9,120.0,0.42752,403.75714
78.9,113.8,0.46656,403.72668
79.7,112.5,0.47089,403.53363
70.4,101.1,0.45939,403.50464
70.9,100.9,0.44532,403.5701
73.2,106.3,0.45513,403.63657
72.5,101.0,0.46656,403.5701
64.7,93.2,0.44393,403.57745
72.1,104.8,0.44811,403.62912
69.7,98.8,0.44393,403.52637
66.7,96.5,0.44254,403.5191
71.7,104.2,0.42216,403.58478
72.3,101.4,0.46512,403.5701
73.2,104.1,0.42618,403.55548
75.1,107.1,0.44532,403.46869
74.1,104.4,0.44393,403.314
73.1,107.4,0.42618,403.51187
72.2,103.6,0.44811,403.46152
72.0,109.5,0.43294,403.57745
74.1,104.7,0.43704,403.5191
74.9,110.3,0.43978,403.43304
75.6,109.7,0.43978,403.59213
72.6,105.6,0.44532,403.56277
74.2,105.5,0.43841,403.62912
72.1,100.7,0.43567,403.58478
71.6,104.3,0.44116,403.58478
73.6,108.2,0.44254,403.67389
76.5,113.3,0.45231,403.8186
66.9,93.1,0.45091,403.5701
77.8,111.6,0.4343,403.75714
76.3,111.2,0.45797,403.6889
76.8,108.8,0.44116,403.61429
72.7,104.2,0.46225,403.64401
73.3,103.6,0.42083,403.5701
70.8,103.4,0.44811,403.6217
71.7,103.0,0.43704,403.46152
75.6,111.5,0.4195,403.40472
74.8,108.1,0.43294,403.46869
75.6,108.7,0.47673,403.45438
72.8,105.8,0.44393,403.42593
72.2,104.4,0.41159,403.45438
71.0,101.1,0.44951,403.52637
68.3,98.5,0.45091,403.53363
74.3,105.5,0.45939,403.54089
68.6,95.7,0.43841,403.58478
64.8,93.0,0.44116,403.52637
69.4,98.3,0.45091,403.57745
74.9,108.8,0.44951,403.5701
71.5,106.3,0.44811,403.57745
72.0,106.3,0.43978,403.59213
69.1,100.2,0.45655,403.57745
71.2,104.0,0.46944,403.65894
69.2,101.3,0.44116,403.5701
69.0,102.3,0.44254,403.62912
73.0,105.5,0.44116,403.73428
71.9,103.8,0.47527,403.64401
71.2,101.4,0.42618,403.5701
73.2,105.0,0.45231,403.6069
68.4,96.0,0.44671,403.44012
67.7,95.7,0.45091,403.51187
64.2,90.7,0.43294,403.50464
64.7,92.6,0.43841,403.61429
64.9,92.0,0.45091,403.52637
66.8,96.0,0.43567,403.47586
67.6,101.2,0.4129,403.49744
65.8,92.6,0.43841,403.67389
64.2,89.8,0.4235,403.55548
61.9,91.3,0.45091,403.53363
65.1,93.1,0.43022,403.54089
62.7,89.9,0.44951,403.55548
59.6,86.1,0.44254,403.61429
58.3,78.1,0.44951,403.52637
57.2,79.7,0.44393,403.52637
56.3,80.3,0.49006,403.50464
56.5,75.7,0.44254,403.46152
57.0,79.1,0.42618,403.48303
56.7,80.4,0.44671,403.43304
58.1,79.7,0.43704,403.42593
56.3,78.8,0.42216,403.46152
57.2,77.7,0.43022,403.47586
59.8,81.2,0.4235,403.44727
55.6,76.7,0.43704,403.40472
58.4,80.4,0.43978,403.41177
56.8,81.1,0.43294,403.38361
59.5,82.7,0.39357,403.38361
56.0,80.2,0.42483,403.33475
56.9,78.2,0.43022,403.3696
55.3,78.1,0.42083,403.41177
59.0,83.9,0.43294,403.3696
55.9,76.8,0.39738,403.38361
56.7,77.3,0.40638,403.36261
54.9,75.2,0.41817,403.64401
55.7,77.1,0.4025,403.314
56.0,76.7,0.41421,403.33475
53.9,74.4,0.40638,403.3002
53.0,77.4,0.40767,403.41885
53.2,76.8,0.42216,403.37659
52.6,71.9,0.40508,403.39062
52.6,74.3,0.43841,403.34171
53.5,79.5,0.43022,403.44727
53.3,74.5,0.40122,403.5701
53.3,76.9,0.42618,403.24551
57.1,79.9,0.40638,403.32782
56.0,76.0,0.44254,403.40472
55.6,74.9,0.40379,403.46152
52.9,70.9,0.40767,403.50464
54.7,72.8,0.42083,403.47586
55.2,77.9,0.43704,403.45438
56.8,77.7,0.42083,403.66641
55.7,77.8,0.44671,403.59952
62.5,87.1,0.4195,403.46152
62.2,90.3,0.4129,403.41885
61.6,89.8,0.4235,403.50464
60.0,86.7,0.42887,403.54819
60.3,85.9,0.42083,403.53363
60.1,86.1,0.43978,403.54089
60.1,82.6,0.43158,403.48303
61.2,85.7,0.42483,403.54089
58.4,81.1,0.41685,403.40472
54.5,75.2,0.40379,403.47586
57.1,78.7,0.40379,403.52637
56.3,76.9,0.43022,403.40472
56.6,78.9,0.43704,403.34866
51.7,71.1,0.4343,403.41177
52.6,77.8,0.40122,403.45438
52.8,72.5,0.40508,403.38361
51.5,70.9,0.41159,403.34866
50.1,66.8,0.41553,403.41177
50.6,67.0,0.38979,403.27277
50.2,69.5,0.39357,403.27277
49.7,67.6,0.37985,403.3002
50.4,67.3,0.37862,403.21844
50.2,65.1,0.38604,403.28647
49.9,69.4,0.38729,403.2796
48.6,65.3,0.37985,403.26593
50.2,68.3,0.40638,403.3002
48.4,65.6,0.42083,403.34171
50.4,68.5,0.39738,403.41885
49.4,65.8,0.44254,403.39767
52.1,70.9,0.39866,403.3071
52.0,73.2,0.41553,403.49023
50.8,69.6,0.40122,403.43304
52.0,70.6,0.41159,403.52637
52.2,71.3,0.37739,403.39767
58.6,79.0,0.4129,403.57745
60.9,84.1,0.42887,403.62912
63.4,90.2,0.41159,403.51187
65.2,88.6,0.40767,403.58478
75.7,98.9,0.41028,403.62912
78.2,102.0,0.44116,403.58478
66.8,90.0,0.41421,403.6814
66.4,89.6,0.43704,403.59952
60.0,83.3,0.42216,403.52637
62.1,87.7,0.44393,403.6069
59.1,81.2,0.44116,403.70398
61.6,85.6,0.45091,403.66641
66.8,91.7,0.41685,403.65146
62.6,86.1,0.41817,403.57745
65.3,90.9,0.4195,403.65146
61.5,87.1,0.41817,403.57745
62.5,87.2,0.44254,403.54089
61.4,85.0,0.42483,403.54819
61.3,84.2,0.43841,403.61429
59.3,82.0,0.43978,403.59213
56.7,78.5,0.41421,403.76477
58.0,80.8,0.43978,403.62912
58.6,83.2,0.43978,403.6889
55.0,76.8,0.42752,403.63657
55.8,79.7,0.41421,403.65146
56.0,80.7,0.43294,403.56277
60.4,89.5,0.43158,403.69644
54.1,75.3,0.43704,403.70398
58.5,81.7,0.41685,403.65894
58.5,84.4,0.45231,403.6889
58.1,83.5,0.44811,403.66641
61.9,87.6,0.47089,403.65894
59.3,83.1,0.43978,403.65894
60.3,83.9,0.468,403.63657
57.9,83.7,0.43158,403.72668
58.6,80.8,0.44671,403.74951
57.0,78.7,0.468,403.65894
54.8,76.8,0.41421,403.65146
55.4,76.6,0.46368,403.64401
55.0,73.2,0.44671,403.64401
51.7,73.3,0.45513,403.57745
53.0,75.8,0.45513,403.64401
52.1,69.5,0.42752,403.88092
54.2,72.6,0.4782,403.61429
54.6,75.4,0.45372,403.83411
53.2,73.1,0.44393,403.75714
51.7,68.3,0.45372,403.74188
51.1,67.4,0.45091,403.8186
50.8,69.1,0.46656,403.59213
49.5,67.0,0.47381,403.66641
49.1,66.1,0.45513,403.66641
48.6,66.7,0.44393,403.6889
50.2,66.7,0.44393,403.62912
51.2,68.3,0.42216,403.63657
49.4,66.8,0.43704,403.61429
51.0,72.4,0.46082,403.6814
52.7,71.7,0.46368,403.57745
51.6,67.4,0.47089,403.59213
52.2,71.8,0.41421,403.57745
51.3,70.3,0.40638,403.6069
53.2,72.1,0.4195,403.59952
54.0,77.6,0.43704,403.65894
57.1,82.8,0.45372,403.74188
56.7,82.4,0.43022,403.69644
56.4,81.7,0.44116,403.67389
57.2,82.3,0.45231,403.77243
56.7,78.4,0.44951,403.69644
55.9,79.2,0.45231,403.62912
57.6,80.2,0.44951,403.67389
56.6,79.2,0.47089,403.6069
60.3,86.2,0.45655,403.6069
57.7,83.1,0.43841,403.71155
56.4,80.9,0.43841,403.6814
56.0,78.5,0.45091,403.65146
58.0,79.7,0.45513,403.58478
57.0,78.7,0.44811,403.71912
58.2,80.3,0.46944,403.77243
58.3,84.1,0.44254,403.67389
55.7,76.5,0.4343,403.70398
56.8,78.9,0.46082,403.70398
59.6,84.0,0.44393,403.6217
51.9,70.2,0.44951,403.78009
53.8,75.5,0.43978,403.82635
57.3,83.3,0.44116,403.78778
55.5,76.9,0.4782,403.6889
58.3,80.9,0.49457,403.8186
59.0,84.3,0.46368,403.72668
62.0,85.0,0.45513,403.66641
58.3,83.0,0.47235,403.84189
61.7,87.9,0.44951,403.77243
59.1,86.5,0.45655,403.89661
59.2,84.6,0.41421,403.71912
61.7,85.9,0.47527,403.82635
65.2,91.8,0.45655,403.79547
64.2,95.4,0.46944,403.76477
64.0,91.7,0.44951,403.88092
68.3,99.9,0.46225,403.79547
65.6,93.9,0.46656,403.8186
61.2,85.9,0.46944,403.88873
63.4,91.5,0.468,403.89661
61.8,90.3,0.52702,403.78778
62.6,90.7,0.47673,403.79547
65.2,95.5,0.46368,403.87308
63.8,92.1,0.48114,403.78778
64.2,95.8,0.44393,403.78778
62.6,89.4,0.45091,403.84189
62.1,89.5,0.46656,403.71155
61.4,91.4,0.43704,403.80316
61.8,87.9,0.51447,403.80316
60.3,86.0,0.45091,403.84189
60.3,89.3,0.47089,403.97589
63.7,92.7,0.49156,403.6217
62.6,89.3,0.49006,403.83411
66.7,97.0,0.43567,403.92026
75.7,112.7,0.48262,403.9679
79.1,118.0,0.49306,404.03214
80.6,122.6,0.49759,404.00793
77.2,120.2,0.49006,404.13834
73.0,110.1,0.48114,404.04834
74.9,113.7,0.48114,404.02405
75.5,112.9,0.50062,403.98389
74.9,110.5,0.50062,403.95993
81.2,114.5,0.48558,403.95993
74.8,112.5,0.50062,403.89661
78.1,113.9,0.46512,403.95197
74.7,112.6,0.52702,403.88092
72.7,106.9,0.48114,403.9679
75.9,112.4,0.50674,403.91235
75.3,110.1,0.46656,403.88873
70.2,102.8,0.48114,403.98389
74.2,109.5,0.4841,403.99188
72.8,105.5,0.49306,404.08087
72.9,103.2,0.48707,404.02405
76.6,109.6,0.48262,404.04834
74.5,112.6,0.47381,404.09723
79.6,120.0,0.51136,404.06458
72.6,103.9,0.45513,403.944
81.4,119.6,0.48114,404.01599
75.2,108.9,0.50215,403.95197
79.1,116.7,0.51915,404.00793
76.7,115.1,0.50215,404.00793
71.9,107.1,0.53019,404.10541
74.2,110.8,0.49608,403.9679
73.8,110.5,0.4841,403.9679
75.1,110.0,0.49759,403.99188
69.9,101.1,0.49306,404.08905
76.3,120.7,0.47967,404.10541
72.6,110.4,0.50674,404.11362
69.3,100.8,0.52071,403.944
73.5,113.4,0.4782,404.09723
68.1,103.7,0.50062,404.11362
66.7,99.4,0.50674,404.06458
64.6,95.9,0.43978,404.04834
67.8,100.1,0.52386,403.97589
71.2,106.2,0.52702,404.09723
67.5,97.6,0.53019,403.97589
71.9,102.2,0.51291,403.78009
70.0,101.0,0.53019,404.01599
70.1,104.5,0.50215,403.97589
83.0,125.0,0.52228,403.98389
88.8,143.10001,0.49457,404.03214
74.0,113.7,0.49306,403.92026
77.4,117.3,0.49006,403.89661
67.4,96.8,0.49306,403.89661
71.2,104.5,0.48707,403.72668
73.1,110.5,0.47235,403.97589
72.0,108.1,0.46082,403.89661
70.6,107.7,0.49156,403.83411
70.9,105.7,0.47673,403.82635
70.7,102.5,0.47967,403.88092
69.5,102.4,0.47967,403.85745
71.3,105.5,0.468,403.70398
71.3,106.1,0.45091,403.85745
68.2,102.2,0.4841,403.83411
68.1,98.8,0.50062,403.82635
68.9,102.6,0.46082,403.78009
69.0,104.8,0.48262,403.74951
68.7,98.9,0.47673,403.73428
70.3,100.6,0.46512,403.70398
69.1,98.7,0.4782,403.88092
68.8,98.9,0.46368,403.75714
68.8,100.4,0.48856,403.65146
67.0,97.3,0.48707,403.86526
67.5,97.3,0.49759,403.79547
69.0,99.9,0.47381,403.72668
69.0,98.0,0.47967,403.77243
72.7,103.7,0.47089,403.78778
71.5,105.4,0.45655,403.92816
69.9,101.3,0.52071,403.82635
69.8,100.0,0.46944,403.87308
66.2,92.0,0.46944,403.88092
66.0,94.5,0.48262,403.92816
61.3,86.3,0.48707,403.87308
58.1,79.0,0.46512,403.83411
58.5,80.1,0.46368,404.02405
61.1,85.3,0.49006,403.85745
58.9,80.1,0.47235,403.92816
61.5,86.5,0.47527,404.08087
62.2,85.7,0.468,403.89661
62.1,86.5,0.50521,403.95197
61.6,88.0,0.50521,404.04022
61.3,83.9,0.49306,403.9679
62.1,88.3,0.49608,404.08905
56.8,81.6,0.45513,403.92026
56.4,79.2,0.48856,403.88092
56.5,79.0,0.49457,403.9679
55.7,78.5,0.47381,403.93607
53.8,72.5,0.4782,403.92026
55.7,73.1,0.49006,403.84967
55.1,75.4,0.46082,403.82635
54.4,75.1,0.47381,403.82635
51.9,74.7,0.47527,403.82635
51.5,70.6,0.50215,403.78778
48.3,64.2,0.4841,403.89661
49.0,67.0,0.468,403.77243
48.6,63.9,0.47673,403.59952
48.0,63.0,0.45939,403.74188
48.3,66.2,0.44671,403.74188
46.3,61.4,0.45091,403.63657
45.4,58.2,0.45513,403.56277
46.6,61.7,0.44116,403.54819
44.2,60.7,0.43294,403.6217
44.5,60.0,0.41685,403.62912
46.1,58.5,0.40767,403.48303
48.1,63.3,0.47089,403.61429
44.1,57.4,0.44532,403.58478
42.7,55.7,0.43022,403.57745
44.1,56.3,0.43841,403.51187
42.4,56.3,0.44811,403.58478
43.4,64.3,0.44254,403.57745
41.5,52.9,0.43567,403.49023
40.0,49.4,0.45231,403.64401
39.8,50.7,0.44811,403.51187
40.5,51.2,0.40379,403.25232
38.1,46.8,0.44116,403.44012
38.2,47.3,0.4025,403.49023
37.0,45.5,0.4195,403.49023
39.2,49.5,0.42752,403.34171
37.6,46.2,0.42618,403.41885
36.7,45.5,0.40897,403.46152
38.4,48.7,0.41817,403.42593
38.8,49.0,0.37617,403.314
39.0,48.9,0.39611,403.41177
38.9,48.3,0.42752,403.44727
39.3,49.1,0.40897,403.35562
38.8,49.1,0.40379,403.41177
37.2,48.2,0.4195,403.43304
36.7,46.5,0.41817,403.38361
36.4,44.3,0.40897,403.3696
36.6,44.7,0.41817,403.43304
39.4,48.2,0.4129,403.41885
39.4,49.2,0.40508,403.37659
38.6,50.0,0.40508,403.43304
38.4,47.7,0.41685,403.45438
38.2,46.5,0.41028,403.29333
37.8,46.5,0.4195,403.35562
38.5,50.4,0.39231,403.41885
39.7,49.5,0.41553,403.39062
38.3,54.1,0.41159,403.43304
38.1,45.3,0.39994,403.42593
37.1,44.7,0.39866,403.35562
36.0,44.8,0.41553,403.33475
39.6,51.1,0.39738,403.3002
38.8,51.3,0.38854,403.3071
40.8,52.6,0.40508,403.38361
42.3,54.6,0.40508,403.46152
43.0,55.2,0.44116,403.5191
41.0,50.9,0.40767,403.52637
41.0,50.2,0.43022,403.5701
40.0,49.8,0.41421,403.66641
40.4,49.1,0.40897,403.63657
40.4,53.2,0.47235,403.6069
40.9,50.5,0.41685,403.56277
40.8,49.7,0.39994,403.61429
40.1,49.9,0.41421,403.54819
42.1,51.9,0.42083,403.5191
42.6,54.8,0.41421,403.5701
45.0,57.0,0.46368,403.52637
46.9,57.9,0.42752,403.50464
44.8,58.8,0.40897,403.54089
44.6,59.0,0.41817,403.41885
44.8,54.7,0.40897,403.49023
45.4,58.1,0.40767,403.54089
44.5,55.0,0.43022,403.6069
46.3,60.3,0.39611,403.59213
45.5,60.2,0.40638,403.52637
46.0,63.1,0.41421,403.54819
45.6,59.6,0.44811,403.67389
45.0,58.7,0.40638,403.73428
45.4,58.4,0.42887,403.65146
43.7,54.2,0.40767,403.6217
42.3,53.8,0.42216,403.73428
44.3,55.0,0.42752,403.6889
41.3,52.3,0.46082,403.52637
40.9,52.6,0.41028,403.64401
38.8,48.7,0.40122,403.6069
41.2,51.8,0.41421,403.54089
40.2,51.3,0.39357,403.78778
35.4,43.8,0.42083,403.34866
38.0,44.8,0.40379,403.49744
38.9,49.1,0.41421,403.45438
39.5,47.2,0.4195,403.49023
39.3,48.5,0.4195,403.46869
39.0,45.8,0.4235,403.54089
39.1,49.1,0.40897,403.59213
39.8,49.2,0.4129,403.66641
38.6,48.0,0.43567,403.66641
37.9,47.1,0.41421,403.65894
34.1,41.6,0.4343,403.78009
33.2,39.6,0.43841,403.85745
34.6,39.8,0.41553,403.64401
29.5,33.1,0.4235,403.6217
30.0,33.9,0.45797,403.65146
35.1,45.1,0.43704,403.53363
36.8,43.9,0.42752,403.52637
33.5,41.0,0.43158,403.49744
34.2,40.7,0.4235,403.50464
36.3,43.0,0.39231,403.49744
33.6,41.1,0.45231,403.56277
29.2,34.1,0.42887,403.57745
27.9,32.2,0.41817,403.54089
27.2,30.5,0.42752,403.6217
27.5,31.6,0.43704,403.51187
28.6,33.0,0.40508,403.41177
28.3,32.4,0.41553,403.36261
28.6,33.6,0.41028,403.51187
28.3,32.6,0.40897,403.34866
33.1,38.6,0.41421,403.34866
27.4,32.4,0.38108,403.48303
28.7,36.5,0.39357,403.51187
26.9,32.5,0.41553,403.17819
27.9,32.6,0.41028,403.44012
29.0,33.5,0.38729,403.41177
29.2,34.9,0.42618,403.39767
31.2,39.3,0.38729,403.33475
30.5,34.6,0.41159,403.41177
26.6,32.1,0.40508,403.40472
26.0,30.1,0.40508,403.46152
24.0,28.3,0.40379,403.45438
23.2,26.0,0.4343,403.25232
21.8,24.6,0.39611,403.25232
21.5,24.8,0.40897,403.2796
20.6,23.3,0.43158,403.3696
21.6,25.6,0.38604,403.25232
22.2,24.8,0.37985,403.17151
22.1,26.1,0.38108,403.28647
22.8,26.0,0.3848,403.24551
22.1,27.4,0.39231,403.23196
22.7,25.5,0.36411,403.25232
23.9,26.7,0.36769,403.19156
23.0,26.4,0.39484,403.1582
21.8,26.0,0.38979,403.23196
23.7,26.6,0.39611,403.15155
26.5,30.6,0.39231,403.25232
26.5,29.7,0.36173,403.22519
23.2,27.6,0.34657,403.39062
23.0,28.0,0.37373,403.32089
25.2,28.3,0.37985,403.25232
23.9,27.2,0.38604,403.28647
25.6,29.9,0.4129,403.39062
23.1,25.9,0.38979,403.3071
23.1,25.8,0.37252,403.3696
23.5,26.2,0.36769,403.41177
24.5,27.5,0.33412,403.35562
24.9,28.0,0.3653,403.23196
27.7,31.8,0.37617,403.1582
24.9,28.4,0.37739,403.3696
25.4,29.7,0.3701,403.34171
26.3,29.9,0.39231,403.3071
27.5,31.6,0.39611,403.34866
28.2,32.4,0.39105,403.33475
29.3,35.0,0.39357,403.34866
26.8,31.6,0.3653,403.3071
27.3,32.2,0.3848,403.44012
27.2,31.2,0.37862,403.39062
25.2,30.6,0.39994,403.33475
25.5,32.4,0.38232,403.41177
26.7,31.5,0.3535,403.3002
24.9,30.4,0.38232,403.24551
25.8,30.1,0.39738,403.26593
26.7,31.1,0.3689,403.3071
27.6,33.6,0.36292,403.39062
26.2,30.7,0.37252,403.36261
26.5,31.6,0.37739,403.23196
26.0,31.8,0.35819,403.3002
26.3,32.1,0.38232,403.35562
26.4,30.9,0.36411,403.3071
24.8,31.3,0.39105,403.28647
25.4,31.3,0.37252,403.26593
26.0,32.0,0.39231,403.32089
25.2,29.9,0.38979,403.3071
26.4,30.0,0.37862,403.26593
25.5,30.8,0.3689,403.13834
27.3,32.8,0.3848,403.32782
26.2,31.6,0.38108,403.27277
27.2,31.1,0.36769,403.27277
25.8,30.5,0.3701,403.35562
25.3,30.2,0.36292,403.2117
25.0,30.1,0.37373,403.21844
24.4,30.3,0.3689,403.2796
26.0,30.9,0.37862,403.23874
25.9,31.7,0.3689,403.3696
26.1,32.6,0.37739,403.18488
30.2,33.9,0.38232,403.3002
25.9,30.3,0.38232,403.23874
26.4,31.0,0.37739,403.28647
24.3,29.5,0.34428,403.21844
25.1,31.3,0.39738,403.34171
23.5,27.6,0.36173,403.29333
24.0,29.1,0.38356,403.25912
23.8,28.2,0.39105,403.3071
23.8,27.5,0.39611,403.33475
24.8,28.0,0.38356,403.17151
24.8,29.1,0.39105,403.3071
23.6,27.2,0.35467,403.3696
23.5,26.7,0.36054,403.37659
23.5,27.2,0.36173,403.3696
24.9,31.4,0.3653,403.41177
23.6,26.4,0.39866,403.3071
25.7,32.6,0.38232,403.25232
23.3,26.6,0.36411,403.23874
23.9,28.2,0.38108,403.39767
23.4,27.4,0.40379,403.3696
23.9,27.7,0.39738,403.34866
23.8,28.5,0.39484,403.42593
25.0,28.3,0.37373,403.40472
24.8,27.8,0.37617,403.40472
25.1,29.4,0.39105,403.3696
24.3,29.3,0.3848,403.3696
24.9,29.4,0.37985,403.37659
23.5,26.4,0.37617,403.36261
21.4,25.0,0.38854,403.41177
22.6,25.4,0.37617,403.20499
23.1,26.0,0.3689,403.3071
24.4,27.3,0.36649,403.3002
23.4,28.1,0.38232,403.3002
22.3,26.6,0.38979,403.38361
23.0,27.9,0.36173,403.1582
22.2,26.5,0.3535,403.35562
23.3,26.1,0.38108,403.15155
23.2,28.2,0.39738,403.22519
22.3,25.6,0.41817,403.17151
21.6,27.2,0.3848,403.2796
20.9,27.2,0.4129,403.33475
21.0,24.3,0.35701,403.38361
21.4,27.3,0.34542,403.18488
21.6,26.2,0.37495,403.19827
20.1,24.6,0.35467,403.19827
20.8,24.4,0.37617,403.314
19.2,22.1,0.37252,403.26593
19.2,22.1,0.37252,403.1582
19.7,22.5,0.37862,403.12512
19.9,24.1,0.342,403.04684
21.0,24.2,0.3653,403.19156
20.8,23.8,0.35936,403.13171
19.8,25.6,0.35118,403.12512
21.3,27.7,0.342,403.25232
20.4,22.9,0.30605,403.15155
20.6,23.6,0.37373,403.07928
19.7,22.7,0.35819,403.17819
19.7,22.0,0.37617,403.3071
18.7,21.1,0.34771,403.17819
19.0,22.2,0.38356,403.32782
17.9,20.0,0.34314,403.06628
19.9,23.2,0.35936,403.05978
20.6,24.8,0.3689,403.26593
20.3,23.5,0.37985,403.25912
19.7,22.6,0.37495,403.19827
18.6,20.8,0.31663,403.13171
19.8,24.8,0.35584,403.2117
20.3,24.4,0.3848,403.09885
20.4,23.5,0.33636,403.05978
20.9,24.3,0.35002,403.27277
20.1,22.7,0.37495,403.2117
20.2,24.0,0.36173,403.27277
20.3,23.0,0.37252,403.11853
19.7,22.1,0.37862,403.27277
19.1,23.2,0.34428,403.16486
18.6,21.5,0.342,403.3696
19.2,21.3,0.37617,403.19827
18.8,23.1,0.37131,403.19156
18.2,20.6,0.342,403.16486
19.5,21.9,0.37985,403.12512
19.0,23.2,0.34771,403.10541
17.5,19.9,0.35701,403.17151
19.0,21.3,0.36649,403.15155
18.3,20.5,0.36292,403.14493
15.9,17.9,0.34314,403.06628
15.6,17.4,0.3689,403.13834
15.9,18.2,0.36292,403.25232
16.6,18.6,0.3689,402.9892
15.7,17.6,0.34771,403.09232
16.3,18.2,0.35819,403.13834
15.9,17.8,0.36054,403.02753
16.0,19.0,0.35234,403.19156
15.6,18.8,0.30087,403.12512
15.9,17.7,0.3653,403.11197
14.7,16.6,0.37373,403.05331
16.2,20.2,0.3231,403.39062
16.0,17.9,0.37985,403.13171
15.2,17.0,0.34086,403.09885
15.4,17.2,0.3231,402.94495
14.7,16.5,0.35002,403.04684
15.1,18.1,0.35819,403.11853
14.9,16.7,0.36769,403.17151
13.8,15.5,0.34657,403.13171
15.4,18.8,0.34657,403.05331
13.5,16.2,0.34428,403.19156
14.6,16.3,0.3535,403.19156
13.9,15.5,0.33189,403.15155
14.7,16.4,0.342,403.13171
14.7,17.0,0.34771,403.19827
14.4,17.5,0.35701,403.09232
15.1,17.5,0.34887,403.17819
14.5,16.2,0.31449,403.19156
15.2,17.6,0.2917,403.11853
15.4,17.5,0.35584,403.17151
15.7,19.0,0.32093,403.19827
16.6,18.5,0.33412,403.16486
16.8,20.3,0.33189,403.1582
16.6,18.6,0.34542,403.13171
15.2,17.9,0.3386,403.07278
15.7,17.9,0.32857,403.13171
15.5,17.4,0.34657,403.16486
16.2,18.8,0.33412,403.06628
15.5,17.8,0.34657,403.20499
16.7,19.8,0.35819,402.9892
15.8,20.0,0.35467,403.15155
15.2,16.9,0.34086,403.09885
14.2,17.0,0.33636,403.08578
14.3,16.8,0.31877,403.07928
