PM 2.5,PM 10,CO,CO2
30.4,38.2,1.39477,402.98322
31.1,37.7,1.35706,402.95505
31.0,37.3,1.36045,402.98886
30.7,38.0,1.33683,403.03445
30.3,36.9,1.39131,403.02872
31.1,37.2,1.35029,402.99454
30.1,36.2,1.36386,402.98322
30.4,36.7,1.32016,403.03445
30.7,35.7,1.33349,402.96066
30.1,36.1,1.34355,403.01157
29.3,35.5,1.31354,402.98322
29.1,34.2,1.43332,402.97754
29.7,35.7,1.36726,402.96628
29.6,35.8,1.38096,402.97192
29.0,35.6,1.31354,402.95505
28.7,35.0,1.36726,402.97754
28.8,34.6,1.33015,402.96628
27.5,32.1,1.34692,402.96066
28.9,35.3,1.31685,402.96628
28.0,35.0,1.35367,402.91599
27.9,32.2,1.35367,402.97192
27.9,33.6,1.33683,402.93826
27.5,33.1,1.31685,402.89938
27.9,33.9,1.30695,402.83371
27.9,33.3,1.31024,402.96066
27.2,33.8,1.33015,402.90491
27.3,32.7,1.30038,402.89938
26.7,32.6,1.30366,402.93826
26.7,31.8,1.32016,402.90491
26.5,31.9,1.32016,402.91043
25.5,31.4,1.34692,402.93826
26.2,29.5,1.29058,402.91043
25.7,30.8,1.33683,402.92709
25.7,32.1,1.28083,402.82831
25.6,30.0,1.31354,402.89938
25.4,30.6,1.32349,402.91599
25.6,31.6,1.32016,402.88834
24.9,30.4,1.29058,402.91043
24.9,29.6,1.30366,402.88834
25.1,29.3,1.29711,402.86639
25.1,30.0,1.30695,402.89386
24.8,30.4,1.31024,402.91043
24.3,29.1,1.28407,402.93826
25.1,30.3,1.30366,402.91043
24.0,30.2,1.32349,402.91599
24.0,29.0,1.31024,402.88284
23.7,29.0,1.30695,402.91043
23.6,27.5,1.29058,402.97754
24.3,29.5,1.30366,402.91043
24.1,28.7,1.27437,402.89386
23.5,28.7,1.34692,402.91599
23.3,27.4,1.29058,402.97192
24.5,28.4,1.32016,402.91043
24.8,29.9,1.29058,402.89386
23.8,29.3,1.29711,402.90491
24.1,28.1,1.32681,402.87735
23.4,29.1,1.28732,402.92154
23.7,28.4,1.28732,402.93268
23.5,27.9,1.32016,402.91043
23.3,29.8,1.30695,402.94943
23.9,28.4,1.30366,402.91599
23.4,28.8,1.34019,402.90491
21.1,24.6,1.30038,402.97192
23.1,28.4,1.30366,402.89938
23.1,27.9,1.30038,402.92154
22.5,26.5,1.28083,402.93268
23.1,28.2,1.33015,402.93826
22.8,27.5,1.30695,402.89386
22.7,27.9,1.30038,402.91599
22.5,27.8,1.30366,402.90491
22.4,27.4,1.30038,402.93826
20.8,24.4,1.32349,402.93826
21.9,28.5,1.29058,402.91043
22.0,26.6,1.31024,402.93826
21.3,26.4,1.23928,402.94943
21.5,28.1,1.30038,402.94943
21.6,26.6,1.26472,402.94385
21.5,25.3,1.24877,402.89386
21.2,27.9,1.29711,403.00021
21.5,25.2,1.29384,402.87735
21.5,26.5,1.29711,402.94943
20.4,24.1,1.29058,402.87186
20.7,24.8,1.29711,402.92154
20.9,24.8,1.31024,402.90491
20.3,24.9,1.27115,402.95505
20.0,23.9,1.2776,402.97192
19.6,23.9,1.29711,402.92709
19.8,23.3,1.30038,402.94385
19.9,23.3,1.29058,402.92709
21.0,25.7,1.28732,402.93268
20.3,24.3,1.28732,402.92154
19.9,24.6,1.30038,402.94385
19.6,22.0,1.28407,402.89938
18.9,21.8,1.31024,402.94385
19.1,22.3,1.30695,402.89386
19.1,24.1,1.30695,402.92709
18.8,23.2,1.34692,402.92154
19.1,23.5,1.34355,402.89386
19.6,24.1,1.27437,402.89938
18.1,22.5,1.31685,402.93268
18.6,22.2,1.29058,402.92154
18.7,21.8,1.29384,402.91599
18.1,21.4,1.31354,402.91043
17.4,22.4,1.30366,402.92154
18.3,22.0,1.34019,402.89938
18.5,21.7,1.38096,402.89938
17.3,21.4,1.39131,402.92709
17.5,21.1,1.39131,402.92154
16.9,19.9,1.40172,402.92709
17.5,20.4,1.38785,402.87735
16.9,20.0,1.36386,402.89386
17.2,19.9,1.31685,402.86093
16.3,18.9,1.3741,402.85547
17.2,20.4,1.33683,402.91043
18.0,22.0,1.32681,402.90491
17.7,21.8,1.34355,402.89386
17.4,20.8,1.29058,402.91043
16.0,19.1,1.35029,402.91599
16.7,19.6,1.3741,402.94943
16.4,20.3,1.33683,402.90491
17.0,20.2,1.38441,402.88834
16.0,19.1,1.3741,402.86639
15.6,18.6,1.34019,402.89386
16.5,19.7,1.38441,402.93826
15.3,18.5,1.38441,402.90491
15.8,18.8,1.38096,402.91043
15.6,18.5,1.38096,402.86639
15.5,19.1,1.34692,402.92709
15.6,20.2,1.37068,402.87735
15.4,19.6,1.30366,402.87735
16.1,19.2,1.36386,402.82288
16.2,19.7,1.3741,402.85001
14.8,17.9,1.35706,402.77994
15.2,19.0,1.36045,402.89386
14.4,17.2,1.34355,402.87735
14.6,18.3,1.35029,402.8067
14.7,17.0,1.37068,402.91043
14.5,17.4,1.31354,402.89938
15.4,20.7,1.34692,402.86639
14.9,18.3,1.32016,402.85001
14.8,18.6,1.32681,402.91043
15.0,17.7,1.32349,402.86639
14.5,18.1,1.34355,402.90491
15.0,17.2,1.35706,402.92154
14.2,16.3,1.32681,402.93268
14.3,17.7,1.36726,402.95505
15.0,18.9,1.34355,402.88284
13.7,16.7,1.33349,402.89938
14.4,17.6,1.36386,402.87186
14.2,17.1,1.35367,402.86639
13.9,17.4,1.29384,402.90491
13.7,16.9,1.34019,402.87735
13.3,16.9,1.41569,402.84457
13.8,15.8,1.31685,402.83914
13.3,17.8,1.32016,402.91599
13.7,16.8,1.39131,402.84457
13.4,16.2,1.31024,402.80133
13.7,16.6,1.28083,402.88284
13.1,15.6,1.35367,402.82831
13.0,16.0,1.30038,402.85547
13.7,16.3,1.29711,402.91043
13.1,16.6,1.30366,402.89386
12.7,15.5,1.36045,402.87735
12.6,14.9,1.30366,402.86093
13.1,16.5,1.32349,402.85547
13.4,15.8,1.32349,402.87186
13.4,16.2,1.31354,402.86093
13.3,15.8,1.31024,402.87735
13.2,16.9,1.33015,402.89386
13.8,16.0,1.36045,402.92154
12.5,14.4,1.34692,402.91043
13.3,14.9,1.32681,402.92154
13.9,17.3,1.29058,402.85001
13.2,16.2,1.32681,402.92154
13.0,15.3,1.31024,402.87186
12.7,14.2,1.29384,402.90491
13.6,17.2,1.30695,402.88834
14.0,18.4,1.28732,402.91043
13.5,16.2,1.31354,402.88834
12.9,16.9,1.31685,402.89386
13.0,15.7,1.25832,402.96066
12.8,15.4,1.30695,402.95505
12.8,14.8,1.29058,402.92154
13.4,16.4,1.30695,402.83914
12.1,15.0,1.2776,402.90491
12.2,14.2,1.28083,402.89386
12.5,15.1,1.2776,402.88834
13.0,15.2,1.31024,402.89938
12.6,14.1,1.28732,402.89938
12.6,15.5,1.29711,402.93268
12.3,14.4,1.28732,402.92154
12.8,15.4,1.29058,402.90491
12.2,14.8,1.32349,402.89938
12.5,15.0,1.30695,402.93268
12.7,14.7,1.32349,402.92709
13.0,15.2,1.30695,402.93826
11.9,15.6,1.25832,402.88834
12.2,14.1,1.29058,402.89386
11.7,13.9,1.32681,402.87186
12.5,14.8,1.33683,402.91043
12.1,14.6,1.31685,402.86639
12.1,14.6,1.30038,402.89938
12.3,14.6,1.28732,402.89386
11.6,13.5,1.30038,402.91599
11.6,13.3,1.35367,402.96066
11.2,14.7,1.30695,402.91599
11.9,14.7,1.32681,402.91043
11.5,14.0,1.29711,402.96628
11.5,13.8,1.31685,402.91599
11.8,13.7,1.35706,402.92154
11.2,13.0,1.29711,402.93268
11.0,12.4,1.31354,402.91599
11.4,13.7,1.29058,402.92709
10.9,13.0,1.31024,402.91043
11.5,13.5,1.31685,402.93826
11.4,13.6,1.29384,402.89938
11.7,14.4,1.35367,402.92154
10.9,13.0,1.2776,402.94385
11.3,13.1,1.30695,402.90491
11.2,13.4,1.31354,402.91599
10.9,12.2,1.31024,402.89386
10.8,13.5,1.29384,402.93268
11.4,13.4,1.29058,402.92709
11.5,14.3,1.27115,402.88834
10.9,13.2,1.30695,402.91599
10.3,11.8,1.31354,402.94385
11.6,14.4,1.28407,402.89938
11.7,14.4,1.2776,402.90491
11.0,14.0,1.29384,402.91599
11.5,15.5,1.28083,402.89938
11.2,14.4,1.29384,402.92154
11.1,14.1,1.32016,402.85547
11.0,13.8,1.31024,402.87186
11.3,13.5,1.29058,402.91599
10.6,13.3,1.28732,402.92154
11.3,15.4,1.30695,402.90491
11.4,14.1,1.29058,402.90491
11.6,14.9,1.30038,402.86639
11.2,14.5,1.28083,402.88284
10.6,13.3,1.28407,402.88834
10.5,13.3,1.29711,402.89386
11.4,13.8,1.30038,402.88834
11.2,14.6,1.28407,402.90491
11.4,14.3,1.28083,402.88284
11.3,14.5,1.31354,402.91599
11.4,14.5,1.30366,402.90491
11.4,14.1,1.28732,402.93268
11.5,16.0,1.31354,402.87735
11.2,13.6,1.31354,402.88284
11.5,13.6,1.24877,402.88834
11.1,14.0,1.28083,402.87735
11.6,14.9,1.28732,402.89386
11.3,13.4,1.28083,402.88284
11.9,14.4,1.28407,402.88834
11.5,14.6,1.26472,402.84457
11.2,15.3,1.27437,402.85001
11.6,14.9,1.29711,402.91599
10.9,15.4,1.28407,402.89938
11.9,15.5,1.28732,402.91599
11.6,14.9,1.29058,402.83371
11.8,17.6,1.28083,402.86639
11.1,14.9,1.31354,402.88284
11.0,14.4,1.31354,402.91043
10.8,15.3,1.28407,402.88284
11.5,16.3,1.27115,402.84457
11.9,15.6,1.28083,402.89386
11.4,14.3,1.34692,402.91599
11.6,14.3,1.29384,402.88284
11.6,15.5,1.33015,402.89386
11.3,13.7,1.29384,402.89938
11.1,15.3,1.29711,402.86093
11.9,15.5,1.30038,402.84457
11.3,15.0,1.26793,402.90491
11.5,15.5,1.27115,402.82288
11.9,16.6,1.30038,402.81747
11.7,14.3,1.28083,402.86639
12.3,16.3,1.29711,402.89386
12.2,16.6,1.29384,402.8121
10.9,14.7,1.27115,402.88284
10.9,14.9,1.27437,402.87735
11.1,14.6,1.27115,402.87735
11.3,14.9,1.27115,402.81747
11.6,15.7,1.28407,402.86093
11.9,16.7,1.27115,402.85547
11.8,15.2,1.2456,402.86639
12.0,18.2,1.26472,402.89386
12.2,16.2,1.26152,402.86639
11.9,16.1,1.2776,402.89386
11.2,14.6,1.2456,402.85547
11.1,14.2,1.32681,402.87735
10.9,15.0,1.26472,402.86639
11.0,14.7,1.27115,402.86639
11.6,15.6,1.22047,402.85001
12.2,16.0,1.26793,402.88284
11.1,15.5,1.26793,402.83914
11.8,15.2,1.24877,402.83914
11.8,15.3,1.27437,402.88834
10.9,14.7,1.26152,402.86639
10.9,13.6,1.27115,402.86639
11.0,14.4,1.25513,402.85001
11.1,13.8,1.26472,402.86639
11.1,13.6,1.22047,402.81747
10.9,14.1,1.2456,402.80133
11.2,14.4,1.25832,402.8067
11.3,16.1,1.25832,402.8121
11.8,17.2,1.23613,402.84457
11.1,13.7,1.25832,402.77994
11.2,15.8,1.25513,402.91043
11.8,15.4,1.27115,402.82831
11.0,14.8,1.27437,402.86639
11.6,14.3,1.25513,402.82288
11.9,17.4,1.26152,402.83914
11.5,14.8,1.26472,402.86639
11.0,14.6,1.26793,402.87735
12.3,16.5,1.26152,402.86639
11.4,14.3,1.25513,402.82831
11.3,15.0,1.26793,402.84457
11.2,15.2,1.25832,402.8121
11.6,16.8,1.26152,402.88834
11.0,14.5,1.26793,402.87735
11.5,14.4,1.26793,402.82288
10.9,14.4,1.27115,402.85547
10.8,14.3,1.24877,402.83914
11.1,16.2,1.26472,402.85547
10.6,14.0,1.30366,402.84457
10.4,14.6,1.27115,402.86093
10.8,14.6,1.27115,402.85547
11.1,14.7,1.27115,402.87186
10.4,13.6,1.28083,402.87735
11.3,14.4,1.27115,402.85001
11.2,15.8,1.27437,402.86093
11.0,13.6,1.26472,402.7746
10.8,13.6,1.26152,402.85547
11.1,16.8,1.2776,402.86639
11.1,14.1,1.27115,402.87186
11.5,14.4,1.23613,402.78528
10.4,14.9,1.26793,402.86639
10.7,14.9,1.23613,402.82288
11.2,15.4,1.26472,402.8121
11.2,15.0,1.26793,402.82288
10.7,13.8,1.23928,402.85001
11.9,16.5,1.26152,402.81747
10.6,14.0,1.20806,402.83371
11.1,15.6,1.24877,402.8121
11.4,16.1,1.26472,402.86093
10.9,13.9,1.25195,402.87186
11.1,15.8,1.28732,402.86639
10.9,14.3,1.29711,402.86639
10.6,14.3,1.19574,402.86093
10.4,13.8,1.28732,402.82288
11.2,15.4,1.26152,402.85547
11.1,16.7,1.27115,402.79596
11.1,16.0,1.25195,402.82831
11.3,15.1,1.27115,402.85547
11.1,15.1,1.2776,402.83914
11.1,16.2,1.26793,402.87735
11.4,15.2,1.30366,402.84457
11.4,18.0,1.26793,402.82288
11.5,14.7,1.30038,402.86639
11.4,15.3,1.27437,402.90491
11.1,16.0,1.27115,402.82831
11.7,16.4,1.26793,402.89938
11.2,14.2,1.28083,402.87186
11.3,15.4,1.28407,402.83371
11.4,14.9,1.27115,402.89938
11.2,16.0,1.27115,402.85001
11.0,15.8,1.25513,402.91599
11.8,15.7,1.24244,402.87735
11.3,16.0,1.26793,402.85547
11.5,14.9,1.2776,402.86093
12.1,15.4,1.30695,402.89938
11.2,15.8,1.27437,402.88834
12.2,16.5,1.27115,402.92709
11.7,16.6,1.27115,402.91043
11.5,16.5,1.28083,402.92709
12.0,17.8,1.29711,402.95505
11.6,16.2,1.30695,402.88284
11.7,17.9,1.30366,402.94385
12.2,16.9,1.30366,402.92154
12.4,17.6,1.31685,402.92709
11.3,14.0,1.29384,402.89938
12.2,15.9,1.32681,402.96066
12.2,16.2,1.29384,402.93268
11.8,16.8,1.29058,402.94385
12.1,15.3,1.32016,402.93268
12.1,16.9,1.31354,402.93268
12.1,16.0,1.31685,402.93268
12.3,16.9,1.2776,402.92709
12.4,15.8,1.29058,402.94943
11.7,15.4,1.30366,402.93268
12.7,18.4,1.31024,402.93826
12.6,18.5,1.33349,402.95505
12.6,15.8,1.31024,402.97192
13.2,17.5,1.32681,403.00021
12.9,18.6,1.32681,402.98886
13.1,17.7,1.32016,402.97754
12.4,16.8,1.34019,402.92709
12.9,19.0,1.33349,402.96066
12.3,18.1,1.32016,402.94385
12.5,16.5,1.36726,403.00021
12.4,17.5,1.29384,402.98322
12.6,17.4,1.34019,402.94943
13.3,17.3,1.35706,402.98322
13.0,18.1,1.37068,402.97754
12.3,17.7,1.34692,402.96066
13.2,18.8,1.39131,403.02298
12.7,19.1,1.33683,402.93268
12.8,19.2,1.3741,402.95505
12.6,17.1,1.37068,403.00589
13.5,17.8,1.43687,402.95505
12.6,17.7,1.36386,403.02298
13.1,18.0,1.37068,402.96628
13.6,19.0,1.45829,403.0517
12.7,17.9,1.35029,403.00589
14.1,18.6,1.47634,403.01157
12.9,17.9,1.36045,403.02872
13.9,20.2,1.35029,403.01157
13.0,17.4,1.43332,403.01727
13.1,20.6,1.38096,402.98886
13.7,18.9,1.38096,402.99454
13.0,21.7,1.43332,403.02872
13.8,19.1,1.39131,402.99454
14.1,20.3,1.49457,402.97754
14.0,19.4,1.39824,403.0517
14.0,20.6,1.42625,403.04019
13.7,18.8,1.4052,402.99454
13.1,18.3,1.3741,403.03445
12.8,19.0,1.49457,403.09805
14.8,20.3,1.39824,403.03445
13.8,19.7,1.3741,403.01727
13.1,19.4,1.4691,403.02872
13.9,19.1,1.37753,403.069
14.9,20.4,1.44755,403.05743
13.7,18.6,1.42978,403.0517
13.5,18.5,1.46189,403.06323
12.3,17.4,1.46189,403.05743
13.1,18.2,1.39477,403.04593
13.8,18.6,1.42978,403.02298
14.1,20.1,1.42978,403.0748
14.2,18.8,1.44398,403.05743
14.0,19.3,1.47634,403.03445
13.3,18.7,1.46549,403.0864
13.0,17.0,1.47271,403.0806
13.6,19.9,1.44042,403.0806
14.4,19.6,1.45829,403.09805
13.7,18.3,1.42625,403.0864
15.0,20.5,1.45112,403.1156
13.5,19.5,1.47634,403.0748
14.6,19.3,1.44755,403.06323
14.0,19.8,1.47634,403.09222
14.1,20.4,1.49091,403.0806
14.0,18.9,1.49091,403.09222
14.1,21.5,1.49823,403.09805
14.4,19.5,1.50928,403.0748
14.3,21.1,1.49091,403.10974
13.9,18.4,1.49457,403.09222
14.7,20.4,1.49091,403.09805
14.1,20.5,1.47271,403.12146
14.0,19.0,1.51297,403.09222
14.2,18.5,1.49091,403.14499
14.1,20.2,1.49091,403.10974
15.0,20.6,1.49823,403.09805
14.1,21.0,1.49091,403.1156
14.2,20.1,1.49091,403.12146
13.4,20.5,1.56548,403.10974
13.9,19.2,1.50928,403.0864
14.0,20.6,1.49457,403.13321
13.9,20.3,1.5241,403.09805
14.4,19.5,1.50191,403.09222
14.0,21.5,1.48725,403.05743
13.3,18.5,1.49823,403.10388
14.0,19.9,1.50191,403.069
13.4,18.1,1.50928,403.09805
13.6,18.2,1.49091,403.13321
14.6,18.7,1.5428,403.1156
13.6,19.7,1.5428,403.1156
13.8,18.4,1.52783,403.1391
13.9,18.6,1.50559,403.12146
13.7,17.3,1.51297,403.09805
13.1,18.0,1.5353,403.10974
14.0,18.7,1.5428,403.13321
14.0,19.8,1.5428,403.1156
13.6,19.0,1.56168,403.15091
14.0,19.4,1.59228,403.10388
13.9,18.9,1.55411,403.13321
14.0,20.2,1.55789,403.16275
14.7,19.6,1.6312,403.1687
13.3,18.7,1.56929,403.12146
13.3,19.5,1.55411,403.13321
13.6,18.2,1.5428,403.12732
13.5,18.9,1.58458,403.09222
13.6,18.0,1.55033,403.17465
13.7,17.5,1.5241,403.12732
12.4,17.5,1.52039,403.14499
13.6,17.7,1.51667,403.12732
13.2,17.8,1.71134,403.14499
12.7,18.5,1.71542,403.12146
12.8,17.1,1.5241,403.15091
13.5,17.3,1.5241,403.21652
13.2,17.9,1.5353,403.1391
13.4,20.1,1.52783,403.1687
13.5,19.0,1.53905,403.18655
12.8,17.8,1.58843,403.09222
12.7,16.2,1.5353,403.12732
14.1,18.7,1.55033,403.16275
13.5,18.4,1.5731,403.18655
13.5,18.8,1.59614,403.10974
13.9,20.0,1.50928,403.16275
12.9,17.0,1.58843,403.16275
13.7,21.2,1.5353,403.13321
12.8,17.6,1.58075,403.12146
13.8,22.4,1.53156,403.1687
13.7,20.3,1.5428,403.14499
13.3,18.2,1.63513,403.19852
13.3,19.9,1.5731,403.1156
13.9,19.2,1.58843,403.1806
12.8,17.3,1.57692,403.1687
13.2,17.4,1.56548,403.18655
13.5,18.9,1.54656,403.22253
13.3,18.7,1.64698,403.17465
13.6,17.6,1.56548,403.19254
14.0,19.9,1.5428,403.19852
13.1,19.1,1.60387,403.1687
13.3,18.0,1.55789,403.14499
13.6,19.8,1.58075,403.19254
14.0,20.7,1.6,403.24066
13.8,18.4,1.57692,403.2045
14.2,18.7,1.60775,403.1391
13.3,18.0,1.58075,403.16275
14.0,19.1,1.6,403.15091
14.1,20.0,1.59614,403.13321
13.8,17.9,1.56929,403.21051
13.3,19.8,1.57692,403.1687
13.7,18.0,1.59228,403.15091
13.8,19.3,1.60775,403.22253
13.5,19.6,1.60775,403.21051
14.0,18.6,1.56548,403.19852
13.5,18.4,1.58458,403.18655
13.9,19.7,1.59614,403.19852
13.8,20.7,1.59228,403.15683
13.5,18.4,1.61944,403.22858
13.0,17.6,1.61164,403.16275
13.5,19.6,1.60775,403.21652
13.3,19.2,1.58843,403.19254
13.9,18.8,1.58075,403.17465
13.6,20.5,1.62335,403.18655
13.6,19.0,1.6,403.21051
13.2,18.1,1.61164,403.2045
13.5,18.4,1.65491,403.16275
14.0,19.0,1.62335,403.1687
13.1,18.7,1.59614,403.22253
13.9,18.9,1.58458,403.23462
14.0,19.1,1.64302,403.19254
13.4,17.5,1.66288,403.22253
12.6,17.3,1.60387,403.2045
13.6,20.7,1.6312,403.1806
13.2,17.4,1.61164,403.15683
13.0,16.9,1.61554,403.24066
13.8,18.3,1.61944,403.1806
14.3,20.1,1.67489,403.15091
13.6,18.7,1.64698,403.15091
13.8,20.4,1.66288,403.16275
13.5,18.0,1.6312,403.23462
13.4,17.8,1.60775,403.21051
13.4,18.6,1.62727,403.17465
12.9,18.2,1.61164,403.18655
13.0,17.8,1.6312,403.16275
13.5,19.3,1.63907,403.22858
13.1,18.2,1.6312,403.18655
13.4,18.4,1.63513,403.19254
13.4,17.9,1.65889,403.19254
12.8,17.1,1.55789,403.17465
13.3,17.4,1.61164,403.19254
13.3,17.9,1.61164,403.21652
13.5,18.1,1.61554,403.17465
14.2,18.9,1.64698,403.17465
14.2,20.3,1.70318,403.17465
13.4,18.3,1.62335,403.19254
13.1,17.7,1.62335,403.17465
13.3,16.7,1.63513,403.1806
14.1,20.6,1.59614,403.2045
14.3,19.6,1.63513,403.22253
13.4,18.1,1.65889,403.2467
14.2,20.5,1.67088,403.21652
13.7,19.3,1.65889,403.1687
13.8,18.3,1.68293,403.13321
13.8,18.4,1.62727,403.21051
13.8,20.8,1.63907,403.1687
13.7,17.3,1.66688,403.1687
13.5,17.8,1.73186,403.1687
13.9,17.6,1.66688,403.21652
14.2,19.7,1.63513,403.21652
14.4,19.1,1.67489,403.26495
14.4,19.2,1.5731,403.23462
13.8,17.4,1.63907,403.32013
13.9,18.5,1.68293,403.25885
13.7,16.7,1.70318,403.27103
13.5,17.1,1.67891,403.2467
13.9,18.3,1.7735,403.27103
13.5,16.9,1.65889,403.21652
14.0,18.2,1.75674,403.24066
13.8,17.7,1.67489,403.27103
13.8,17.7,1.70725,403.27103
13.6,18.1,1.69101,403.25885
14.0,20.1,1.70725,403.2467
14.0,18.4,1.72774,403.26495
13.8,19.3,1.72774,403.23462
13.8,18.0,1.70318,403.32013
14.1,17.8,1.69912,403.2467
13.7,19.2,1.73598,403.25278
14.5,20.0,1.69506,403.25278
14.0,18.1,1.71134,403.27103
14.3,20.2,1.72774,403.27103
13.7,18.8,1.68697,403.27103
14.7,19.1,1.67489,403.25885
13.8,18.0,1.71134,403.27713
13.3,17.1,1.71134,403.27103
13.4,18.4,1.65094,403.34491
14.7,19.2,1.68293,403.23462
13.3,16.8,1.64302,403.2467
13.6,17.7,1.62727,403.22253
13.8,18.9,1.70318,403.2467
13.5,20.4,1.66688,403.26495
13.3,16.7,1.67489,403.19254
13.9,19.9,1.68293,403.25885
13.3,18.1,1.72362,403.28937
14.1,19.1,1.74426,403.31396
14.5,19.7,1.71952,403.32013
13.7,17.4,1.67489,403.1687
13.8,18.3,1.71542,403.26495
14.4,19.0,1.73186,403.22858
14.0,20.3,1.71542,403.23462
13.2,16.9,1.72774,403.25885
13.7,18.6,1.70725,403.23462
14.1,17.5,1.70725,403.21652
13.5,18.5,1.74012,403.21652
14.4,18.9,1.70318,403.21652
13.4,17.4,1.68697,403.18655
14.1,16.7,1.72774,403.2467
13.9,17.7,1.66688,403.25278
13.7,19.1,1.69506,403.23462
13.5,17.5,1.69101,403.27103
13.8,18.6,1.72774,403.21051
14.2,17.3,1.69912,403.27103
14.1,19.0,1.67891,403.2467
13.7,17.4,1.71542,403.24066
14.2,19.4,1.71134,403.21652
13.5,19.5,1.66288,403.22253
13.6,18.1,1.68697,403.2467
13.6,16.8,1.70318,403.21051
14.4,19.6,1.70725,403.23462
14.1,18.0,1.68293,403.25278
14.1,18.7,1.71134,403.3078
13.8,17.9,1.67088,403.26495
13.9,18.6,1.68293,403.24066
13.4,17.2,1.67891,403.3078
13.5,17.5,1.68697,403.26495
14.4,19.9,1.70318,403.26495
14.3,18.7,1.69506,403.21652
14.1,18.7,1.65889,403.21652
14.6,18.3,1.69101,403.2045
14.0,18.6,1.66688,403.24066
13.6,19.5,1.69912,403.22858
14.0,17.9,1.67489,403.25278
13.4,16.1,1.70318,403.2467
13.9,19.2,1.67489,403.40753
14.0,18.2,1.72362,403.27103
14.2,19.7,1.68293,403.25885
13.4,17.6,1.65889,403.25278
14.1,18.2,1.6,403.25885
14.0,19.5,1.71134,403.27103
14.3,18.1,1.67891,403.2467
14.0,18.1,1.69506,403.2467
14.1,17.9,1.66688,403.27103
13.6,16.8,1.73186,403.32632
13.5,16.2,1.65491,403.1687
13.6,16.8,1.67088,403.22253
14.7,17.8,1.64698,403.27103
13.5,17.5,1.69506,403.2467
13.9,17.8,1.68697,403.22858
14.5,18.7,1.65889,403.19852
13.7,18.1,1.67891,403.23462
14.5,17.7,1.65491,403.2045
13.8,17.4,1.65491,403.18655
13.9,17.5,1.64698,403.17465
14.2,17.6,1.6312,403.16275
14.0,18.7,1.61164,403.21652
13.2,19.1,1.63513,403.21051
14.2,19.9,1.61944,403.24066
14.3,18.5,1.61164,403.15091
13.9,18.6,1.66288,403.04593
14.5,18.9,1.59228,403.10974
14.4,18.5,1.60387,403.10974
14.1,18.5,1.60387,403.18655
14.9,19.6,1.56548,403.19254
14.3,18.5,1.58075,403.13321
14.1,17.3,1.58075,403.1806
14.0,17.1,1.5241,403.18655
14.4,18.8,1.6,403.13321
14.3,20.0,1.59614,403.14499
14.0,18.0,1.60387,403.18655
13.5,17.4,1.64698,403.12732
13.7,17.7,1.5731,403.15683
14.0,17.8,1.60775,403.10974
13.8,18.2,1.60775,403.12146
13.9,18.0,1.58458,403.1687
14.5,17.7,1.62335,403.1687
14.2,17.3,1.61164,403.21051
13.5,17.0,1.67489,403.21051
12.8,18.8,1.64302,403.22858
14.6,19.7,1.62335,403.2467
13.8,18.0,1.63513,403.16275
13.7,17.3,1.6,403.24066
13.5,17.1,1.58075,403.25278
13.8,17.1,1.63907,403.1806
13.5,18.9,1.61944,403.21051
12.9,16.2,1.59614,403.30167
13.2,16.6,1.5731,403.21051
13.1,17.6,1.59228,403.23462
12.4,15.8,1.59228,403.22858
13.1,18.0,1.62727,403.22858
13.6,16.6,1.59614,403.21051
12.6,14.6,1.59614,403.16275
12.5,14.8,1.60387,403.2045
12.8,15.5,1.58843,403.1391
12.2,16.9,1.58458,403.1806
12.2,16.6,1.5731,403.18655
11.9,15.9,1.5731,403.1687
12.3,16.4,1.54656,403.15091
12.7,17.4,1.55033,403.12732
12.7,19.5,1.52783,403.09222
11.7,15.6,1.52783,403.0517
12.8,16.8,1.47634,403.00021
12.1,16.2,1.42978,402.92154
12.6,16.5,1.39477,402.7746
11.8,15.9,1.28407,402.88284
11.5,15.6,1.38785,402.90491
11.7,14.4,1.47634,403.03445
11.9,17.5,1.46549,402.98322
11.8,16.4,1.43332,403.01727
11.6,14.4,1.45829,402.98322
11.9,15.8,1.42978,403.03445
12.4,16.6,1.48361,403.05743
11.7,14.7,1.48725,403.01727
11.4,15.7,1.49091,403.05743
11.1,13.3,1.48361,403.04593
11.1,13.2,1.48725,403.02298
10.9,13.8,1.49091,403.06323
11.5,14.3,1.50191,403.0806
11.9,15.4,1.47634,403.05743
11.7,15.6,1.49091,403.09222
11.2,14.3,1.49091,403.0864
11.5,16.2,1.4691,403.069
11.8,15.2,1.49823,403.09222
11.8,15.2,1.48725,403.04593
12.7,18.5,1.49091,403.069
10.9,14.2,1.50928,403.05743
11.0,14.9,1.46189,403.09805
11.9,14.4,1.49457,403.09222
12.1,18.0,1.44042,403.0864
11.5,14.0,1.47997,403.10388
11.8,16.9,1.49457,403.15683
12.3,15.7,1.4691,403.18655
12.5,16.3,1.47634,403.21652
11.5,15.3,1.48361,403.2045
11.1,15.3,1.45829,403.25278
11.2,13.9,1.49823,403.32013
12.2,15.5,1.47271,403.43918
12.1,15.2,1.47634,403.36359
12.0,16.1,1.54656,403.39493
11.9,14.7,1.52039,403.43918
11.9,16.6,1.52783,403.39493
11.5,16.1,1.51667,403.26495
12.0,17.1,1.50928,403.34491
11.2,14.3,1.49091,403.27103
11.5,14.8,1.51667,403.27103
11.4,14.9,1.55411,403.32013
